"","plot","grid_number","date","abundance","plot_grid","treatment","complexity","plot_date","days_since_outplanting","days_comp","c.abun.mean","rabun"
"1150","LS",15,"25-Jun-19",7,"LS - 15","0%","Low","LS - 25-Jun-19",13,"13 - Low",4,3
"1151","LS",15,"28-Jul-19",2,"LS - 15","0%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"1152","LS",15,"28-Jun-19",3,"LS - 15","0%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,1.125
"1153","LS",16,"02-Jul-19",3,"LS - 16","50%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,1.75
"1154","LS",16,"05-Jul-19",3,"LS - 16","50%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,1.5
"1155","LS",16,"05-Jun-19",2,"LS - 16","50%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,1.875
"1156","LS",16,"06-Jun-19",0,"LS - 16","50%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-2.875
"1157","LS",16,"07-Jun-19",4,"LS - 16","50%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,1.625
"1158","LS",16,"09-Jul-19",0,"LS - 16","50%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1159","LS",16,"11-Jun-19",0,"LS - 16","50%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-3.75
"1160","LS",16,"13-Jun-19",0,"LS - 16","50%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1161","LS",16,"15-Jul-19",0,"LS - 16","50%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1162","LS",16,"15-Jun-19",3,"LS - 16","50%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-0.625
"1163","LS",16,"20-Jul-19",0,"LS - 16","50%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-1.625
"1164","LS",16,"20-Jun-19",4,"LS - 16","50%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,1.25
"1165","LS",16,"25-Jul-19",2,"LS - 16","50%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"1166","LS",16,"25-Jun-19",4,"LS - 16","50%","Low","LS - 25-Jun-19",13,"13 - Low",4,0
"1167","LS",16,"28-Jul-19",8,"LS - 16","50%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,6.75
"1168","LS",16,"28-Jun-19",2,"LS - 16","50%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,0.125
"1169","LS",17,"02-Jul-19",8,"LS - 17","70%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,6.75
"1170","LS",17,"05-Jul-19",4,"LS - 17","70%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,2.5
"1171","LS",17,"05-Jun-19",0,"LS - 17","70%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1172","LS",17,"06-Jun-19",0,"LS - 17","70%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-2.875
"1173","LS",17,"07-Jun-19",2,"LS - 17","70%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-0.375
"1174","LS",17,"09-Jul-19",1,"LS - 17","70%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-0.875
"1175","LS",17,"11-Jun-19",5,"LS - 17","70%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,1.25
"1176","LS",17,"13-Jun-19",0,"LS - 17","70%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1177","LS",17,"15-Jul-19",1,"LS - 17","70%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-0.125
"1178","LS",17,"15-Jun-19",7,"LS - 17","70%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,3.375
"1179","LS",17,"20-Jul-19",1,"LS - 17","70%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-0.625
"1180","LS",17,"20-Jun-19",19,"LS - 17","70%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,16.25
"1181","LS",17,"25-Jul-19",2,"LS - 17","70%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"1182","LS",17,"25-Jun-19",1,"LS - 17","70%","Low","LS - 25-Jun-19",13,"13 - Low",4,-3
"1183","LS",17,"28-Jul-19",3,"LS - 17","70%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,1.75
"1184","LS",17,"28-Jun-19",3,"LS - 17","70%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,1.125
"1185","LS",18,"02-Jul-19",3,"LS - 18","100%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,1.75
"1186","LS",18,"05-Jul-19",2,"LS - 18","100%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,0.5
"1187","LS",18,"05-Jun-19",3,"LS - 18","100%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,2.875
"1188","LS",18,"06-Jun-19",4,"LS - 18","100%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,1.125
"1189","LS",18,"07-Jun-19",0,"LS - 18","100%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"1190","LS",18,"09-Jul-19",0,"LS - 18","100%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1191","LS",18,"11-Jun-19",8,"LS - 18","100%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,4.25
"1192","LS",18,"13-Jun-19",0,"LS - 18","100%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1193","LS",18,"15-Jul-19",1,"LS - 18","100%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-0.125
"1194","LS",18,"15-Jun-19",0,"LS - 18","100%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-3.625
"1195","LS",18,"20-Jul-19",1,"LS - 18","100%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-0.625
"1196","LS",18,"20-Jun-19",2,"LS - 18","100%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-0.75
"1197","LS",18,"25-Jul-19",0,"LS - 18","100%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"1198","LS",18,"25-Jun-19",5,"LS - 18","100%","Low","LS - 25-Jun-19",13,"13 - Low",4,1
"1199","LS",18,"28-Jul-19",6,"LS - 18","100%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,4.75
"1200","LS",18,"28-Jun-19",7,"LS - 18","100%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,5.125
"1201","LS",20,"02-Jul-19",10,"LS - 20","30%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,8.75
"1202","LS",20,"05-Jul-19",2,"LS - 20","30%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,0.5
"1203","LS",20,"05-Jun-19",1,"LS - 20","30%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,0.875
"1204","LS",20,"06-Jun-19",5,"LS - 20","30%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,2.125
"1205","LS",20,"07-Jun-19",7,"LS - 20","30%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,4.625
"1206","LS",20,"09-Jul-19",1,"LS - 20","30%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-0.875
"1207","LS",20,"11-Jun-19",1,"LS - 20","30%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-2.75
"1208","LS",20,"13-Jun-19",5,"LS - 20","30%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,2.125
"1209","LS",20,"15-Jul-19",1,"LS - 20","30%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-0.125
"1210","LS",20,"15-Jun-19",10,"LS - 20","30%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,6.375
"1211","LS",20,"20-Jul-19",9,"LS - 20","30%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,7.375
"1212","LS",20,"20-Jun-19",5,"LS - 20","30%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,2.25
"1213","LS",20,"25-Jul-19",1,"LS - 20","30%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-0.75
"1214","LS",20,"25-Jun-19",5,"LS - 20","30%","Low","LS - 25-Jun-19",13,"13 - Low",4,1
"1215","LS",20,"28-Jul-19",9,"LS - 20","30%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,7.75
"1216","LS",20,"28-Jun-19",12,"LS - 20","30%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,10.125
"1217","LS",21,"02-Jul-19",2,"LS - 21","70%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,0.75
"1218","LS",21,"05-Jul-19",0,"LS - 21","70%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"1219","LS",21,"05-Jun-19",0,"LS - 21","70%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1220","LS",21,"06-Jun-19",1,"LS - 21","70%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-1.875
"1221","LS",21,"07-Jun-19",0,"LS - 21","70%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"1222","LS",21,"09-Jul-19",0,"LS - 21","70%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1223","LS",21,"11-Jun-19",1,"LS - 21","70%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-2.75
"1224","LS",21,"13-Jun-19",0,"LS - 21","70%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1225","LS",21,"15-Jul-19",0,"LS - 21","70%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1226","LS",21,"15-Jun-19",3,"LS - 21","70%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-0.625
"1227","LS",21,"20-Jul-19",0,"LS - 21","70%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-1.625
"1228","LS",21,"20-Jun-19",1,"LS - 21","70%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-1.75
"1229","LS",21,"25-Jul-19",0,"LS - 21","70%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"1230","LS",21,"25-Jun-19",7,"LS - 21","70%","Low","LS - 25-Jun-19",13,"13 - Low",4,3
"1231","LS",21,"28-Jul-19",1,"LS - 21","70%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,-0.25
"1232","LS",21,"28-Jun-19",1,"LS - 21","70%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-0.875
"1233","LS",22,"02-Jul-19",0,"LS - 22","100%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-1.25
"1234","LS",22,"05-Jul-19",0,"LS - 22","100%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"1235","LS",22,"05-Jun-19",1,"LS - 22","100%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,0.875
"1236","LS",22,"06-Jun-19",0,"LS - 22","100%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-2.875
"1237","LS",22,"07-Jun-19",1,"LS - 22","100%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-1.375
"1238","LS",22,"09-Jul-19",0,"LS - 22","100%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1239","LS",22,"11-Jun-19",0,"LS - 22","100%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-3.75
"1240","LS",22,"13-Jun-19",0,"LS - 22","100%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1241","LS",22,"15-Jul-19",0,"LS - 22","100%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1242","LS",22,"15-Jun-19",1,"LS - 22","100%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-2.625
"1243","LS",22,"20-Jul-19",3,"LS - 22","100%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,1.375
"1244","LS",22,"20-Jun-19",0,"LS - 22","100%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-2.75
"1245","LS",22,"25-Jul-19",0,"LS - 22","100%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"1246","LS",22,"25-Jun-19",0,"LS - 22","100%","Low","LS - 25-Jun-19",13,"13 - Low",4,-4
"1247","LS",22,"28-Jul-19",2,"LS - 22","100%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"1248","LS",22,"28-Jun-19",1,"LS - 22","100%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-0.875
"1249","LS",23,"02-Jul-19",1,"LS - 23","30%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-0.25
"1250","LS",23,"05-Jul-19",0,"LS - 23","30%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"1251","LS",23,"05-Jun-19",0,"LS - 23","30%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1252","LS",23,"06-Jun-19",1,"LS - 23","30%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-1.875
"1253","LS",23,"07-Jun-19",0,"LS - 23","30%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"1254","LS",23,"09-Jul-19",2,"LS - 23","30%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,0.125
"1255","LS",23,"11-Jun-19",1,"LS - 23","30%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-2.75
"1256","LS",23,"13-Jun-19",2,"LS - 23","30%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-0.875
"1257","LS",23,"15-Jul-19",0,"LS - 23","30%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1258","LS",23,"15-Jun-19",1,"LS - 23","30%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-2.625
"1259","LS",23,"20-Jul-19",2,"LS - 23","30%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,0.375
"1260","LS",23,"20-Jun-19",6,"LS - 23","30%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,3.25
"1261","LS",23,"25-Jul-19",2,"LS - 23","30%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"1262","LS",23,"25-Jun-19",0,"LS - 23","30%","Low","LS - 25-Jun-19",13,"13 - Low",4,-4
"1263","LS",23,"28-Jul-19",1,"LS - 23","30%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,-0.25
"1264","LS",23,"28-Jun-19",1,"LS - 23","30%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-0.875
"1265","LS",24,"02-Jul-19",2,"LS - 24","50%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,0.75
"1266","LS",24,"05-Jul-19",0,"LS - 24","50%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"1267","LS",24,"05-Jun-19",0,"LS - 24","50%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1268","LS",24,"06-Jun-19",0,"LS - 24","50%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-2.875
"1269","LS",24,"07-Jun-19",0,"LS - 24","50%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"1270","LS",24,"09-Jul-19",0,"LS - 24","50%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1271","LS",24,"11-Jun-19",7,"LS - 24","50%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,3.25
"1272","LS",24,"13-Jun-19",0,"LS - 24","50%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1273","LS",24,"15-Jul-19",0,"LS - 24","50%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1274","LS",24,"15-Jun-19",5,"LS - 24","50%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,1.375
"1275","LS",24,"20-Jul-19",0,"LS - 24","50%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-1.625
"1276","LS",24,"20-Jun-19",0,"LS - 24","50%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-2.75
"1277","LS",24,"25-Jul-19",0,"LS - 24","50%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"1278","LS",24,"25-Jun-19",0,"LS - 24","50%","Low","LS - 25-Jun-19",13,"13 - Low",4,-4
"1279","LS",24,"28-Jul-19",2,"LS - 24","50%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"1280","LS",24,"28-Jun-19",1,"LS - 24","50%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-0.875
