,plot,transect_ID,treatment,genotype,plot_grid,complexity,replicate_N_or_S,survey_number,month,day,year,date,visit,time_block,surveyor,cloud_cover(%),current,wind_speed,wind_direction,start_time,end_time,survey_elapsed_time,survey_type,SpeciesCode,common_name,SpeciesName,Genus,Family,Order,MaxLength,TrophicLevel,a,b,MajorTrophicGroup,SubTrophicGroup,FishingStatus,log a,L inf,grid_number,life_phase,TL,transit,plot_grid_survey,plot_grid_visit
3224,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 82,HS - 8 - 6
3225,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,3,NA,HS - 8 - 82,HS - 8 - 6
3226,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,3,NA,HS - 8 - 82,HS - 8 - 6
3227,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,3,NA,HS - 8 - 82,HS - 8 - 6
3228,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,4,NA,HS - 8 - 82,HS - 8 - 6
3229,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,4,NA,HS - 8 - 82,HS - 8 - 6
3230,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,4,NA,HS - 8 - 82,HS - 8 - 6
3231,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,5,NA,HS - 8 - 82,HS - 8 - 6
3232,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,6,NA,HS - 8 - 82,HS - 8 - 6
3233,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,6,NA,HS - 8 - 82,HS - 8 - 6
3234,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,7,NA,HS - 8 - 82,HS - 8 - 6
3235,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,A,8,NA,HS - 8 - 82,HS - 8 - 6
3236,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,8,A,2.5,NA,HS - 8 - 82,HS - 8 - 6
3237,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,8,J,2,NA,HS - 8 - 82,HS - 8 - 6
3238,HS,a,70L30A,M5,HS - 8,High,S,82,June,11,2019,11-Jun-19,6,start,Kelsey,10,L,7,SE,12:02:00,12:23:00,0:21:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,8,J,2,NA,HS - 8 - 82,HS - 8 - 6
3239,HS,b,100A,NA,HS - 10,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3,NA,HS - 10 - 83,HS - 10 - 6
3240,HS,b,100A,NA,HS - 10,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,4,NA,HS - 10 - 83,HS - 10 - 6
3241,HS,b,100A,NA,HS - 10,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,A,7,NA,HS - 10 - 83,HS - 10 - 6
3242,HS,b,100A,NA,HS - 10,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,403-01-04,Bridled Goby,Coryphopterus glaucofraenum,Coryphopterus,Gobiidae,Perciformes,8,2.7,0.0345,2.68,Omnivore,Omnivore,Aquarium,NA,8,10,J,2,NA,HS - 10 - 83,HS - 10 - 6
3243,HS,b,100A,NA,HS - 10,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,10,A,14,NA,HS - 10 - 83,HS - 10 - 6
3244,HS,b,100A,NA,HS - 10,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,409-01-01,Ocean Surgeonfish,Acanthurus bahianus,Acanthurus,Acanthuridae,Perciformes,38,2,0.0236,2.9752,Herbivore,Roving Herbivore,Minor commercial,-4.6005,38,10,A,15,NA,HS - 10 - 83,HS - 10 - 6
3245,HS,b,50L50A,M5,HS - 11,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,396-01-11,Roughead Blenny,Enneanectes boehlkei,Enneanectes,Tripterygiidae,Perciformes,4,NA,0.0141,3.05,Herbivore,Small Territorial Herbivore,Aquarium,NA,4,11,A,2,NA,HS - 11 - 83,HS - 11 - 6
3246,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,J,2,NA,HS - 12 - 83,HS - 12 - 6
3247,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,J,2,NA,HS - 12 - 83,HS - 12 - 6
3248,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,J,3,NA,HS - 12 - 83,HS - 12 - 6
3249,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,J,6,NA,HS - 12 - 83,HS - 12 - 6
3250,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,I,3,NA,HS - 12 - 83,HS - 12 - 6
3251,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,I,4,NA,HS - 12 - 83,HS - 12 - 6
3252,HS,b,100A,NA,HS - 12,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,500-01-01,Scrawled Filefish,Aluterus scriptus,Aluterus,Monacanthidae,Tetraodontiformes,110,2.8,0.0022,3,Omnivore,Omnivore,Moderate commercial,NA,110,12,A,33,NA,HS - 12 - 83,HS - 12 - 6
3253,HS,b,control,NA,HS - 13,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,13,A,4,NA,HS - 13 - 83,HS - 13 - 6
3254,HS,b,control,NA,HS - 13,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,1,NA,HS - 13 - 83,HS - 13 - 6
3255,HS,b,control,NA,HS - 13,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,3,NA,HS - 13 - 83,HS - 13 - 6
3256,HS,b,control,NA,HS - 13,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,4,NA,HS - 13 - 83,HS - 13 - 6
3257,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,4,NA,HS - 14 - 83,HS - 14 - 6
3258,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,4,NA,HS - 14 - 83,HS - 14 - 6
3259,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,4,NA,HS - 14 - 83,HS - 14 - 6
3260,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,4,NA,HS - 14 - 83,HS - 14 - 6
3261,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,4,NA,HS - 14 - 83,HS - 14 - 6
3262,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,4,NA,HS - 14 - 83,HS - 14 - 6
3263,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3264,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3265,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3266,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3267,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3268,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,J,NA,NA,HS - 14 - 83,HS - 14 - 6
3269,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,J,8,NA,HS - 14 - 83,HS - 14 - 6
3270,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,J,10,NA,HS - 14 - 83,HS - 14 - 6
3271,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3272,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3273,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,J,5,NA,HS - 14 - 83,HS - 14 - 6
3274,HS,b,100L,K1,HS - 14,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,J,6,NA,HS - 14 - 83,HS - 14 - 6
3275,HS,b,70L30A,M1,HS - 16,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,16,A,7,NA,HS - 16 - 83,HS - 16 - 6
3276,HS,b,70L30A,M1,HS - 16,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,5,NA,HS - 16 - 83,HS - 16 - 6
3277,HS,b,70L30A,M1,HS - 16,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,11,NA,HS - 16 - 83,HS - 16 - 6
3278,HS,b,70L30A,M1,HS - 16,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,320-01-04,White Grunt,Haemulon plumierii,Haemulon,Haemulidae,Perciformes,53,3.5,0.0121,3.1612,Invertivore,Mobile Invert Feeder,Minor commercial,-5.0781,53,16,A,18,NA,HS - 16 - 83,HS - 16 - 6
3279,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,9,A,7,NA,HS - 9 - 83,HS - 9 - 6
3280,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,9,J,3,NA,HS - 9 - 83,HS - 9 - 6
3281,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,9,J,3,NA,HS - 9 - 83,HS - 9 - 6
3282,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,9,J,4,NA,HS - 9 - 83,HS - 9 - 6
3283,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,9,J,2,NA,HS - 9 - 83,HS - 9 - 6
3284,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,9,A,3,NA,HS - 9 - 83,HS - 9 - 6
3285,HS,b,30L70A,K1,HS - 9,High,S,83,June,11,2019,11-Jun-19,6,start,Aneri,10,L,2,S,12:01:00,12:19:00,0:18:00,recruit,394-01-19,Spinyhead Blenny,Acanthemblemaria spinosa,Acanthemblemaria,Chaenopsidae,Perciformes,3,NA,0.0077,2.962,Invertivore,Mobile Invert Feeder,Not Marketed/Unknown,NA,3,9,A,2,NA,HS - 9 - 83,HS - 9 - 6
3286,HS,c,100A,NA,HS - 17,High,S,84,June,11,2019,11-Jun-19,6,start,Taylor,10,L,NA,NA,12:00:00,12:19:00,0:19:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,4,NA,HS - 17 - 84,HS - 17 - 6
3287,HS,c,100A,NA,HS - 17,High,S,84,June,11,2019,11-Jun-19,6,start,Taylor,10,L,NA,NA,12:00:00,12:19:00,0:19:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,17,J,4.5,NA,HS - 17 - 84,HS - 17 - 6
3288,HS,c,100A,NA,HS - 17,High,S,84,June,11,2019,11-Jun-19,6,start,Taylor,10,L,NA,NA,12:00:00,12:19:00,0:19:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,17,J,7,NA,HS - 17 - 84,HS - 17 - 6
3289,HS,c,100A,NA,HS - 17,High,S,84,June,11,2019,11-Jun-19,6,start,Taylor,10,L,NA,NA,12:00:00,12:19:00,0:19:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,17,A,13,NA,HS - 17 - 84,HS - 17 - 6
3290,HS,c,100A,NA,HS - 17,High,S,84,June,11,2019,11-Jun-19,6,start,Taylor,10,L,NA,NA,12:00:00,12:19:00,0:19:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,17,I,13,NA,HS - 17 - 84,HS - 17 - 6
